url,title,type,genres,releaseYear,imdbId,imdbAverageRating,imdbNumVotes,availableCountries
https://www.netflix.com/title/60024922,"8 Mile",Movie,"Drama, Music",2002,tt0298203,7.2,329282,"AD, AE, AG, AL, AO, AR, AT, AU, AZ, BA, BB, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CI, CL, CM, CO, CR, CU, CV, CY, CZ, DE, DK, DO, DZ, EC, EE, EG, ES, FI, FJ, FR, GB, GF, GG, GH, GI, GQ, GR, GT, HK, HN, HR, HU, ID, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LI, LT, LU, LV, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TH, TN, TR, TT, TW, TZ, UA, UG, US, UY, VE, YE, ZA, ZM, ZW"
https://www.netflix.com/title/70038943,"Paradise Now",Movie,"Crime, Drama, Thriller",2005,tt0445620,7.4,24274,"AE, BH, DZ, EG, IQ, JO, KW, LB, LY, MA, OM, PS, QA, SA, TN, YE"
https://www.netflix.com/title/70018292,"Million Dollar Baby",Movie,"Drama, Sport",2004,tt0405159,8.1,731878,"IT, SM, US"
https://www.netflix.com/title/60003378,"Billy Elliot",Movie,"Drama, Music",2000,tt0249462,7.7,145680,"GB, GG, IE"
https://www.netflix.com/title/18002692,"American History X",Movie,"Crime, Drama",1998,tt0120586,8.5,1206008,"AD, ES, PT"
https://www.netflix.com/title/70021644,"War of the Worlds",Movie,"Action, Adventure, Sci-Fi",2005,tt0407304,6.5,482305,"AG, AR, BB, BO, BZ, CL, CO, CR, DO, EC, GT, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
https://www.netflix.com/title/743738,"Mars Attacks!",Movie,"Comedy, Sci-Fi",1996,tt0116996,6.4,248091,"BE, CH, IT, SM"
https://www.netflix.com/title/293391,"Before Sunrise",Movie,"Drama, Romance",1995,tt0112471,8.1,348021,"AU, CY, NZ, TR"
,Memento,Movie,"Mystery, Thriller",2000,tt0209144,8.4,1346325,"KR, TW"
https://www.netflix.com/title/60027142,Hero,Movie,"Action, Adventure, Drama",2002,tt0299977,7.9,189102,"HK, KR, US"
https://www.netflix.com/title/60036229,"Before Sunset",Movie,"Drama, Romance",2004,tt0381681,8.1,294168,"AU, NZ, US"
https://www.netflix.com/title/70019062,"Nausicaä of the Valley of the Wind",Movie,"Adventure, Animation, Sci-Fi",1984,tt0087544,8,186496,"AD, AE, AG, AL, AO, AR, AT, AU, AZ, BA, BB, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CI, CL, CM, CO, CR, CU, CV, CY, CZ, DE, DK, DO, DZ, EC, EE, EG, ES, FI, FJ, FR, GB, GF, GG, GH, GI, GQ, GR, GT, HK, HN, HR, HU, ID, IE, IL, IN, IQ, IS, IT, JM, JO, KE, KR, KW, LB, LC, LI, LT, LU, LV, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TH, TN, TR, TT, TW, TZ, UA, UG, UY, VE, YE, ZA, ZM, ZW"
https://www.netflix.com/title/70044892,"Miami Vice",Movie,"Action, Crime, Drama",2006,tt0430357,6.1,125719,"AT, CH, DE, LI, LU"
https://www.netflix.com/title/60011649,"Raiders of the Lost Ark",Movie,"Action, Adventure",1981,tt0082971,8.4,1052154,"AG, AR, BB, BO, BZ, CL, CO, CR, DO, EC, GT, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
https://www.netflix.com/title/60010488,"Indiana Jones and the Temple of Doom",Movie,"Action, Adventure",1984,tt0087469,7.5,542737,"AG, AR, BB, BO, BZ, CL, CO, CR, DO, EC, GT, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
https://www.netflix.com/title/445386,"Dirty Dancing",Movie,"Drama, Music, Romance",1987,tt0092890,7.1,262768,CA
https://www.netflix.com/title/60010487,"Indiana Jones and the Last Crusade",Movie,"Action, Adventure",1989,tt0097576,8.2,822834,"AG, AR, BB, BO, BZ, CL, CO, CR, DO, EC, GT, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
https://www.netflix.com/title/60010139,"Beverly Hills Cop",Movie,"Action, Comedy, Crime",1984,tt0086960,7.4,219539,"IT, KR, NZ"
https://www.netflix.com/title/60010140,"Beverly Hills Cop II",Movie,"Action, Comedy, Crime",1987,tt0092644,6.6,140894,"IT, KR, NZ"
https://www.netflix.com/title/60000929,Gladiator,Movie,"Action, Adventure, Drama",2000,tt0172495,8.5,1666101,"CA, KR"
https://www.netflix.com/title/26268034,"All About My Mother",Movie,"Comedy, Drama, Romance",1999,tt0185125,7.8,104604,ES
https://www.netflix.com/title/16944044,"Lock, Stock and Two Smoking Barrels",Movie,"Action, Comedy, Crime",1998,tt0120735,8.1,624803,BE
https://www.netflix.com/title/7880857,"Léon: The Professional",Movie,"Action, Crime, Drama",1994,tt0110413,8.5,1270770,"CA, JP"
https://www.netflix.com/title/60026129,"Open Hearts",Movie,"Drama, Romance",2002,tt0315543,7.5,11087,"DK, FI, NO, SE"
https://www.netflix.com/title/18907685,"Taxi Driver",Movie,"Crime, Drama",1976,tt0075314,8.2,946635,"AE, AT, BH, CA, CH, DE, DZ, EE, EG, IL, IQ, IT, JO, KW, LB, LI, LT, LU, LV, LY, MA, MC, MT, NZ, OM, PS, QA, SA, SM, TN, TR, YE"
https://www.netflix.com/title/22498178,"Run Lola Run",Movie,"Action, Crime, Thriller",1998,tt0130827,7.6,210246,"AT, CH, DE, LI"
https://www.netflix.com/title/60003388,Snatch,Movie,"Comedy, Crime",2000,tt0208092,8.2,925730,"AT, AZ, BE, BY, CH, CY, DE, EE, FJ, GB, GG, GI, GR, HK, ID, IE, IL, IN, LI, LT, LU, LV, MD, MT, MY, NZ, PH, PK, PT, SG, TH, TR, TW, UA"
https://www.netflix.com/title/60029681,Scarface,Movie,"Crime, Drama",1983,tt0086250,8.3,937426,US
https://www.netflix.com/title/60022677,"Italian for Beginners",Movie,"Comedy, Drama, Romance",2000,tt0243862,7,14032,"DK, FI, NO, SE"
https://www.netflix.com/title/1181532,"The Big Lebowski",Movie,"Comedy, Crime",1998,tt0118715,8.1,873805,CA
https://www.netflix.com/title/70021648,"Charlie and the Chocolate Factory",Movie,"Adventure, Comedy, Family",2005,tt0367594,6.7,539610,"AD, AT, BA, BE, BG, CH, CZ, DE, DK, ES, FI, FJ, FR, GF, HK, HR, HU, ID, IN, JP, KR, LI, LU, MC, MD, ME, MK, MY, NO, PF, PH, PK, PL, PT, RO, RS, SE, SG, SI, SK, TH, TW"
https://www.netflix.com/title/60004480,"The Lord of the Rings: The Fellowship of the Ring",Movie,"Action, Adventure, Drama",2001,tt0120737,8.9,2052548,"CH, IN, IT, KR, SM"
https://www.netflix.com/title/60004483,"The Lord of the Rings: The Two Towers",Movie,"Action, Adventure, Drama",2002,tt0167261,8.8,1823729,"CH, IN, IT, KR, SM"
,"The Lord of the Rings: The Return of the King",Movie,"Action, Adventure, Drama",2003,tt0167260,9,2022805,"CH, IN, IT, KR, SM"
https://www.netflix.com/title/28630857,"Princess Mononoke",Movie,"Action, Adventure, Animation",1997,tt0119698,8.3,444902,"AD, AE, AG, AL, AO, AR, AT, AU, AZ, BA, BB, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CI, CL, CM, CO, CR, CU, CV, CY, CZ, DE, DK, DO, DZ, EC, EE, EG, ES, FI, FJ, FR, GB, GF, GG, GH, GI, GQ, GR, GT, HK, HN, HR, HU, ID, IE, IL, IN, IQ, IS, IT, JM, JO, KE, KR, KW, LB, LC, LI, LT, LU, LV, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TH, TN, TR, TT, TW, TZ, UA, UG, UY, VE, YE, ZA, ZM, ZW"
https://www.netflix.com/title/60023642,"Spirited Away",Movie,"Adventure, Animation, Family",2001,tt0245429,8.6,875629,"AD, AE, AG, AL, AO, AR, AT, AU, AZ, BA, BB, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CI, CL, CM, CO, CR, CU, CV, CY, CZ, DE, DK, DO, DZ, EC, EE, EG, ES, FI, FJ, FR, GB, GF, GG, GH, GI, GQ, GR, GT, HK, HN, HR, HU, ID, IE, IL, IN, IQ, IS, IT, JM, JO, KE, KR, KW, LB, LC, LI, LT, LU, LV, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TH, TN, TR, TT, TW, TZ, UA, UG, UY, VE, YE, ZA, ZM, ZW"
https://www.netflix.com/title/563104,"Groundhog Day",Movie,"Comedy, Drama, Fantasy",1993,tt0107048,8,697951,"AD, AT, BE, DE, DZ, FR, GF, IL, JP, LI, LU, MA, MC, MU, PF, PL, TN, TR"
https://www.netflix.com/title/70011205,"Bad Education",Movie,"Crime, Drama",2004,tt0275491,7.4,64108,"AG, AR, BB, BO, BR, BZ, CL, CO, CR, CU, DO, EC, ES, GF, GT, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
https://www.netflix.com/title/70023965,"Brokeback Mountain",Movie,"Drama, Romance",2005,tt0388795,7.7,392138,"AD, AE, AG, AL, AO, AR, AT, AU, AZ, BA, BB, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CI, CL, CM, CO, CR, CU, CV, CY, CZ, DE, DK, DO, DZ, EC, EE, EG, FI, FJ, FR, GF, GH, GQ, GR, GT, HK, HN, HR, HU, ID, IL, IN, IQ, IS, JM, JO, JP, KE, KR, KW, LB, LC, LI, LT, LU, LV, LY, MA, MC, MD, ME, MG, MK, ML, MU, MX, MY, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PH, PK, PL, PS, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SN, SV, TC, TH, TN, TR, TT, TW, TZ, UA, UG, UY, VE, YE, ZA, ZM, ZW"
https://www.netflix.com/title/60021103,Akira,Movie,"Action, Animation, Drama",1988,tt0094625,8,210128,"AG, AR, BE, BO, BR, CL, CO, CR, CU, DO, EC, FR, GT, HK, HN, IT, JP, LC, LU, MX, NI, NL, PA, PE, PY, SM, SV, UY, VE"
,"Lost in Translation",Movie,"Comedy, Drama",2003,tt0335266,7.7,501286,"AG, CA, ES"
https://www.netflix.com/title/70079583,"The Dark Knight",Movie,"Action, Crime, Drama",2008,tt0468569,9,2936136,"AD, AT, AU, BA, BG, CA, CH, CZ, DE, DK, ES, FI, HR, HU, IN, KR, LI, MD, ME, MK, NO, NZ, PL, PT, RO, RS, SE, SI, SK"
https://www.netflix.com/title/60021783,"Ocean's Eleven",Movie,"Crime, Thriller",2001,tt0240772,7.7,631412,"AT, BE, CH, DE, HR, LI, LU"
https://www.netflix.com/title/70011211,"Ocean's Twelve",Movie,"Crime, Thriller",2004,tt0349903,6.5,419986,"AT, BE, CH, DE, LI, LU"
https://www.netflix.com/title/70003226,Saw,Movie,"Horror, Mystery, Thriller",2004,tt0387564,7.6,478232,"AL, AR, AT, AZ, BE, BG, BO, BR, BY, BZ, CL, CO, CR, CZ, DE, EC, EE, ES, GB, GG, GI, GR, GT, HN, HR, HU, IE, IT, KR, LI, LT, LU, LV, MC, MD, ME, MK, MT, MX, NI, NL, PA, PE, PL, PT, PY, RO, RS, SI, SK, SM, SV, UA, UY, VE"
https://www.netflix.com/title/60010514,"Jackie Brown",Movie,"Crime, Drama, Thriller",1997,tt0119396,7.5,382017,"AE, BH, DK, EG, FI, IQ, IS, IT, JO, KW, LB, LY, MC, MT, NO, OM, QA, SA, SE, SM, TR, YE"
https://www.netflix.com/title/70045267,"Sin City: A Dame to Kill For",Movie,"Action, Crime, Thriller",2014,tt0458481,6.5,172447,"AU, FJ, NZ, SG"
https://www.netflix.com/title/70000552,"The Name of the Rose",Movie,"Drama, Mystery, Thriller",1986,tt0091605,7.7,119666,ES
https://www.netflix.com/title/60022048,Amélie,Movie,"Comedy, Romance",2001,tt0211915,8.3,805190,"JP, KR, TH"
https://www.netflix.com/title/1100354,"The Wages of Fear",Movie,"Adventure, Drama, Thriller",1953,tt0046268,8.1,68004,"AD, FR, GF, MC, PF"
https://www.netflix.com/title/70045862,"Saw III",Movie,"Horror, Mystery, Thriller",2006,tt0489270,6.2,216843,"AL, AR, AT, AZ, BG, BO, BR, BY, BZ, CL, CO, CR, CZ, DE, EC, EE, GB, GG, GI, GR, GT, HN, HR, HU, IE, LI, LT, LU, LV, MD, ME, MK, MT, MX, NI, PA, PE, PL, PY, RO, RS, SI, SK, SV, UA, UY, VE"
https://www.netflix.com/title/70035184,"Saw II",Movie,"Horror, Mystery",2005,tt0432348,6.6,282101,"AL, AR, AT, AZ, BG, BO, BR, BY, BZ, CL, CO, CR, CZ, DE, EC, EE, ES, GB, GG, GI, GR, GT, HN, HR, HU, IE, LI, LT, LU, LV, MD, ME, MK, MT, MX, NI, PA, PE, PL, PT, PY, RO, RS, SI, SK, SV, UA, UY, VE"
https://www.netflix.com/title/70084799,"Indiana Jones and the Kingdom of the Crystal Skull",Movie,"Action, Adventure",2008,tt0367882,6.2,496704,"AG, AR, BB, BO, BZ, CL, CO, CR, DO, EC, GT, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
https://www.netflix.com/title/70044890,Volver,Movie,"Comedy, Drama",2006,tt0441909,7.6,108653,"AG, AR, BB, BO, BR, BZ, CL, CO, CR, CU, DO, EC, ES, GF, GT, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
https://www.netflix.com/title/70018715,Syriana,Movie,"Drama, Thriller",2005,tt0365737,6.9,135356,"BE, SG"
https://www.netflix.com/title/994992,"Stand by Me",Movie,"Adventure, Comedy, Drama",1986,tt0092005,8.1,451893,"AE, AG, AR, AZ, BB, BM, BO, BR, BS, BY, BZ, CA, CH, CL, CO, CR, CU, CY, DO, EC, FJ, GB, GF, GG, GI, GR, GT, HK, HN, ID, IE, IS, IT, JM, LC, MC, MD, MT, MX, MY, NI, PA, PE, PH, PY, SG, SM, SV, TC, TH, TT, TW, UA, US, UY, VE"
https://www.netflix.com/title/60011152,"The Godfather",Movie,"Crime, Drama",1972,tt0068646,9.2,2059785,"AD, AE, AG, AL, AO, AR, AT, AU, BA, BB, BE, BG, BH, BO, BR, BZ, CA, CH, CI, CL, CM, CO, CR, CV, CZ, DE, DK, DO, DZ, EC, EG, ES, FI, FJ, FR, GF, GH, GI, GQ, GR, GT, HK, HN, HR, HU, ID, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LI, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TH, TN, TR, TT, TZ, UG, UY, VE, YE, ZA, ZM, ZW"
https://www.netflix.com/title/60011663,"The Godfather Part II",Movie,"Crime, Drama",1974,tt0071562,9,1391746,"AO, CI, CM, CV, GH, GQ, KE, MG, ML, MU, MZ, NE, NG, SC, SN, TZ, UG, ZA, ZM, ZW"
https://www.netflix.com/title/70021664,"King Kong",Movie,"Action, Adventure, Romance",2005,tt0360717,7.2,453065,DE
https://www.netflix.com/title/60000667,"Live Flesh",Movie,Drama,1997,tt0118819,7.3,34188,"AG, AR, BB, BO, BR, BZ, CL, CO, CR, CU, DO, EC, ES, GT, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
https://www.netflix.com/title/70021642,"Batman Begins",Movie,"Action, Crime, Drama",2005,tt0372784,8.2,1608837,"AD, AT, AU, BA, BG, CA, CH, CZ, DE, DK, ES, FI, FJ, HK, HR, HU, ID, IN, KR, LI, MD, ME, MK, MY, NO, NZ, PH, PK, PL, PT, RO, RS, SE, SG, SI, SK, TH, TW"
https://www.netflix.com/title/70005379,"The Shawshank Redemption",Movie,Drama,1994,tt0111161,9.3,2954554,"AD, BA, BE, BG, CA, CV, CZ, ES, GQ, HR, HU, IN, MD, ME, MK, MZ, NL, PL, PT, RO, RS, SI, SK"
https://www.netflix.com/title/60028202,"Terminator 2: Judgment Day",Movie,"Action, Adventure, Sci-Fi",1991,tt0103064,8.6,1199152,"AD, AE, AO, AR, AU, BE, BH, BO, BR, BZ, CA, CH, CL, CO, CR, CV, CY, DK, DZ, EC, EG, ES, FI, FR, GF, GH, GQ, GR, GT, HK, HN, IL, IQ, IS, IT, JO, JP, KE, KR, KW, LB, LU, LY, MA, MC, MX, MZ, NG, NI, NO, NZ, OM, PA, PE, PF, PL, PS, PT, PY, QA, SA, SC, SE, SV, TN, TR, TW, TZ, UG, UY, VE, YE, ZA, ZM, ZW"
https://www.netflix.com/title/911839,"A River Runs Through It",Movie,Drama,1992,tt0105265,7.2,66691,KR
,"Terminator 3: Rise of the Machines",Movie,"Action, Sci-Fi",2003,tt0181852,6.3,423421,"AE, BH, DZ, EE, EG, IQ, JO, KW, LB, LY, MA, OM, PS, QA, SA, TN, YE"
https://www.netflix.com/title/70058024,"Ocean's Thirteen",Movie,"Crime, Thriller",2007,tt0496806,6.9,372266,"AT, BE, CH, DE, LI, LU"
https://www.netflix.com/title/60029156,"Swimming Pool",Movie,"Crime, Drama, Mystery",2003,tt0324133,6.7,49066,"BG, EE, GR, IS, KR, LI, LT, LV, NL, PT, RO"
https://www.netflix.com/title/60021985,"Beverly Hills Cop III",Movie,"Action, Comedy, Crime",1994,tt0109254,5.5,95889,"ES, IT, KR, NZ"
https://www.netflix.com/title/60036241,Catwoman,Movie,"Action, Crime, Fantasy",2004,tt0327554,3.4,127491,BE
https://www.netflix.com/title/60031232,"Mystic River",Movie,"Crime, Drama, Mystery",2003,tt0327056,7.9,493936,"AD, AT, BE, CH, DE, ES, IT, LI, LU, PT, SM"
https://www.netflix.com/title/319867,"Das Boot",Movie,"Drama, War",1981,tt0082096,8.4,268841,"BE, DK, FI, LU, MT, NL, NO, SE"
https://www.netflix.com/title/21236200,"A Fistful of Dollars",Movie,"Action, Drama, Western",1964,tt0058461,7.9,238060,"AT, CH, DE, IT, LI, SM"
,Chocolat,Movie,"Drama, Romance",2000,tt0241303,7.2,204278,"BE, CA, NL"
https://www.netflix.com/title/60032563,"Kill Bill: Vol. 2",Movie,"Action, Crime, Thriller",2004,tt0378194,8,821367,"AE, AL, AO, AT, AU, AZ, BG, BH, BY, CA, CI, CM, CZ, DE, DK, EE, EG, FI, FJ, GH, GQ, GR, HR, HU, IQ, IS, IT, JO, KE, KR, KW, LB, LI, LT, LU, LV, LY, MC, MD, ME, MK, MT, MZ, NE, NG, NO, NZ, OM, PL, QA, RO, RS, SA, SC, SE, SI, SK, SM, SN, TR, TZ, UA, UG, YE, ZA, ZM, ZW"
https://www.netflix.com/title/461590,"Driving Miss Daisy",Movie,"Comedy, Drama",1989,tt0097239,7.3,119096,KR
https://www.netflix.com/title/70067840,"Summer in Berlin",Movie,Drama,2005,tt0477877,6.9,2998,"AT, CH, DE"
https://www.netflix.com/title/60025061,"The Pianist",Movie,"Biography, Drama, Music",2002,tt0253474,8.5,935558,"AR, BO, BR, BZ, CL, CO, CR, EC, GT, HN, MX, NI, PA, PE, PY, SV, UY, VE"
https://www.netflix.com/title/60036359,"Schindler's List",Movie,"Biography, Drama, History",1993,tt0108052,9,1482083,CA
https://www.netflix.com/title/60034574,"The Day After Tomorrow",Movie,"Action, Adventure, Sci-Fi",2004,tt0319262,6.5,487070,"AD, AE, AL, AO, BA, BE, BG, BH, CA, CH, CI, CM, CV, CY, CZ, DZ, EE, EG, ES, FJ, FR, GB, GF, GG, GH, GQ, GR, HK, HR, HU, ID, IE, IL, IQ, JO, JP, KE, KR, KW, LB, LT, LU, LV, LY, MA, MC, ME, MG, MK, ML, MU, MY, MZ, NE, NG, NL, OM, PF, PH, PL, PS, PT, QA, RO, RS, SA, SC, SG, SI, SK, SN, TD, TH, TN, TR, TW, TZ, UG, YE, ZA, ZM, ZW"
https://www.netflix.com/title/60021793,"A Beautiful Mind",Movie,"Biography, Drama, Mystery",2001,tt0268978,8.2,1002546,"AL, HR, JO, PK"
https://www.netflix.com/title/70076513,Sissi,Movie,"Comedy, Drama, History",1955,tt0048624,7,10199,"AT, CH, DE"
https://www.netflix.com/title/70076515,"Sissi: The Young Empress",Movie,"Drama, History",1956,tt0049762,6.6,7481,"AT, CH, DE"
https://www.netflix.com/title/70076516,"Sissi: The Fateful Years of an Empress",Movie,"Drama, History, Romance",1957,tt0050974,6.6,6118,"AT, CH, DE"
https://www.netflix.com/title/60000165,"Erin Brockovich",Movie,"Biography, Drama",2000,tt0195685,7.4,226655,"AL, BA, BG, CH, CZ, FR, GB, GF, GG, GI, HR, HU, IE, MA, MC, ME, MK, MU, PF, PL, RO, RS, SI, SK, TN"
https://www.netflix.com/title/70023507,"As It Is in Heaven",Movie,"Comedy, Drama, Music",2004,tt0382330,7.5,18445,"DK, FI, NO, SE"
https://www.netflix.com/title/60035031,"My Own Private Idaho",Movie,Drama,1991,tt0102494,7,63181,JP
https://www.netflix.com/title/60011001,"The African Queen",Movie,"Adventure, Drama, Romance",1951,tt0043265,7.7,85477,"BG, CY, CZ, DK, EE, FI, GR, HR, HU, IS, IT, LT, LV, MT, NL, NO, PT, RO, SE, SI, SK"
https://www.netflix.com/title/70127971,"The Seventh Seal",Movie,"Drama, Fantasy",1957,tt0050976,8.1,202516,"DK, FI, NO, SE"
https://www.netflix.com/title/60000417,"The Green Mile",Movie,"Crime, Drama, Fantasy",1999,tt0120689,8.6,1440433,"AD, AE, AL, AZ, BA, BE, BG, BH, BY, CH, CZ, DZ, EE, EG, FJ, FR, GB, GF, GG, GI, HK, HR, HU, ID, IE, IL, IN, IQ, IT, JO, KW, LB, LT, LU, LV, LY, MA, MC, MD, ME, MK, MT, MY, NL, OM, PF, PH, PK, PL, PS, QA, RO, RS, SA, SG, SI, SK, SM, TH, TN, TW, UA, YE"
https://www.netflix.com/title/70044697,Poseidon,Movie,"Action, Adventure, Thriller",2006,tt0409182,5.7,111663,JP
https://www.netflix.com/title/60032559,Monster,Movie,"Biography, Crime, Drama",2003,tt0340855,7.3,164832,KR
https://www.netflix.com/title/60000769,Marnie,Movie,"Crime, Drama, Mystery",1964,tt0058329,7.1,54902,"AG, AR, BB, BM, BO, BS, BZ, CA, CL, CO, CR, DO, EC, GG, GT, HN, IE, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, US, UY, VE"
